numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin
15,PIONANR5L16BTC0278,PA720468,PO800520,"<p style=""text-align: justify;"">Dans un d&#233;lai d&#8217;un an &#224; compter de la promulgation de la pr&#233;sente loi, le Gouvernement remet au Parlement un rapport d&#8217;enqu&#234;te sur le profil, la nationalit&#233; et la technique des fraudeurs, ainsi que l&#8217;identit&#233; des fournisseurs t&#233;l&#233;phoniques des num&#233;ros us&#233;s par les fraudeurs</p><p style=""text-align: justify;"">Ce rapport inclut notamment un volet d&#233;di&#233; &#224; l&#8217;accompagnement des entit&#233;s &#233;conomiques impact&#233;es par ces fraudes et &#224; l&#8217;am&#233;lioration des mesures pr&#233;ventives de ces fournisseurs visant &#224; r&#233;duire les usages frauduleux des comptes personnels de formation.</p>",RUANR5L16S2023IDS26384,Non soutenu,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,"Dans un délai d’un an à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport d’enquête sur le profil, la nationalité et la technique des fraudeurs, ainsi que l’identité des fournisseurs téléphoniques des numéros usés par les fraudeursCe rapport inclut notamment un volet dédié à l’accompagnement des entités économiques impactées par ces fraudes et à l’amélioration des mesures préventives de ces fournisseurs visant à réduire les usages frauduleux des comptes personnels de formation.",
537,PIONANR5L16BTC1225,PA793852,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;28, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;&#x00AB;&nbsp;<i>Art.&nbsp;L.&nbsp;563&#x2011;12</i>. &#x2013; Lorsque l&#x2019;infraction mentionn&#x00E9;e au 4&#x00B0;&nbsp;de l&#x2019;article L.&nbsp;541&#x2011;46 est commise dans la zone de danger de l&#x2019;article L.&nbsp;563&#x2011;8, les faits sont punis de trois ans d&#x2019;emprisonnement et de 150 000&nbsp;euros d&#x2019;amende.&nbsp;&#x00BB;&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27060,Rejeté,,,RN,CRSANR5L16S2023O1N235,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N235,"Après l’alinéa 28, insérer l’alinéa suivant :« « Art. L. 563‑12. – Lorsque l’infraction mentionnée au 4° de l’article L. 541‑46 est commise dans la zone de danger de l’article L. 563‑8, les faits sont punis de trois ans d’emprisonnement et de 150 000 euros d’amende. » »",VTANR5L16V1541
269,PIONANR5L16BTC1225,PA793182,PO800520,"<p style=""text-align: justify;"">Le gestionnaire d&#x2019;infrastructure &#x00E9;lectrique ou le d&#x00E9;l&#x00E9;gu&#x00E9; est dans l&#x2019;obligation de fournir aux services d&#x00E9;partementaux d&#x2019;incendie et de secours une carte d&#x00E9;partementale de son r&#x00E9;seau mise &#x00E0; jour apr&#x00E8;s chaque modification. Cette carte doit notamment d&#x00E9;tailler les localisations pr&#x00E9;cises des c&#x00E2;bles et leur nature.</p>",RUANR5L16S2023IDS27061,Retiré,,,RN,CRSANR5L16S2023O1N236,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236,Le gestionnaire d’infrastructure électrique ou le délégué est dans l’obligation de fournir aux services départementaux d’incendie et de secours une carte départementale de son réseau mise à jour après chaque modification. Cette carte doit notamment détailler les localisations précises des câbles et leur nature.,
236,PIONANR5L16BTC1225,PA794322,PO800520,"<p style=""text-align: justify;"">&#x00C0; titre exp&#x00E9;rimental et pour une dur&#x00E9;e de cinq ans, les coll&#x00E8;ges, lyc&#x00E9;es et centres de formation d&#x2019;apprentis mentionn&#x00E9;s aux titres II et III du livre IV du code de l&#x2019;&#x00E9;ducation ainsi que les &#x00E9;tablissements d&#x2019;enseignement sup&#x00E9;rieur au sens du livre VII du m&#x00EA;me code peuvent conclure avec le service d&#x2019;incendie et de secours une convention afin de pr&#x00E9;ciser les conditions dans lesquelles les missions de ce dernier et le volontariat sont valoris&#x00E9;s aupr&#x00E8;s des personnels et des usagers.</p>",RUANR5L16S2023IDS27062,Rejeté,,,RN,CRSANR5L16S2023O1N237,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N237,"À titre expérimental et pour une durée de cinq ans, les collèges, lycées et centres de formation d’apprentis mentionnés aux titres II et III du livre IV du code de l’éducation ainsi que les établissements d’enseignement supérieur au sens du livre VII du même code peuvent conclure avec le service d’incendie et de secours une convention afin de préciser les conditions dans lesquelles les missions de ce dernier et le volontariat sont valorisés auprès des personnels et des usagers.",
154,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">Dans un d&#x00E9;lai de six mois &#x00E0; compter de la promulgation de la pr&#x00E9;sente loi, le Gouvernement remet au Parlement un rapport relatif &#x00E0; l&#x2019;opportunit&#x00E9; de cr&#x00E9;er un poste de d&#x00E9;l&#x00E9;gu&#x00E9; interminist&#x00E9;riel &#x00E0; la pr&#x00E9;vention et la lutte contre l&#x2019;intensification et l&#x2019;extension du risque incendie qui serait en charge de l&#x2019;&#x00E9;laboration d&#x2019;une strat&#x00E9;gie nationale et territoriale visant &#x00E0; renforcer la pr&#x00E9;vention et la lutte contre l&#x2019;intensification et l&#x2019;extension du risque incendie.</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2023IDS27062,Rejeté,,,RN,CRSANR5L16S2023O1N237,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N237,"Dans un délai de six mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport relatif à l’opportunité de créer un poste de délégué interministériel à la prévention et la lutte contre l’intensification et l’extension du risque incendie qui serait en charge de l’élaboration d’une stratégie nationale et territoriale visant à renforcer la prévention et la lutte contre l’intensification et l’extension du risque incendie. ",
491,PIONANR5L16BTC1225,PA793218,PO800520,"<p style=""text-align: justify;"">Supprimer cet article.</p>",RUANR5L16S2023IDS27059,Rejeté,,,RN,CRSANR5L16S2023O1N234,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N234,Supprimer cet article.,
21,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;3, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>a</i>&nbsp;<i>bis</i><i>)</i> Apr&#x00E8;s la m&#x00EA;me phrase, il est ins&#x00E9;r&#x00E9; une phrase ainsi r&#x00E9;dig&#x00E9;e&nbsp;:&nbsp;&#x00AB;&nbsp;Les installations terrestres de production d&#x2019;&#x00E9;lectricit&#x00E9; utilisant l&#x2019;&#x00E9;nergie m&#x00E9;canique du vent ne peuvent &#x00EA;tre implant&#x00E9;es dans les territoires expos&#x00E9;s &#x00E0; des niveaux de risque importants de feux de for&#x00EA;t cibl&#x00E9;s dans les plans de pr&#x00E9;vention des risques d&#x2019;incendie de for&#x00EA;t.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27058,Rejeté,,,RN,CRSANR5L16S2023O1N233,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N233,"Après l’alinéa 3, insérer l’alinéa suivant :« a bis) Après la même phrase, il est inséré une phrase ainsi rédigée : « Les installations terrestres de production d’électricité utilisant l’énergie mécanique du vent ne peuvent être implantées dans les territoires exposés à des niveaux de risque importants de feux de forêt ciblés dans les plans de prévention des risques d’incendie de forêt. »",
42,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;5 par la phrase suivante&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Cette attestation indique le nombre de jours dans l&#x2019;ann&#x00E9;e civile o&#x00F9; l&#x2019;employeur a mis le salari&#x00E9; sapeur-pompier volontaire &#x00E0; la disposition du service d&#x00E9;partemental d&#x2019;incendie et de secours.&nbsp;&#x00BB;</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;5, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;La r&#x00E9;duction de cotisations pr&#x00E9;vue par le pr&#x00E9;sent article est subordonn&#x00E9;e &#x00E0; la mise &#x00E0; la disposition effective du salari&#x00E9; sapeur-pompier volontaire aupr&#x00E8;s du service d&#x00E9;partemental d&#x2019;incendie et de secours, pendant un nombre minimal de jours fix&#x00E9; par d&#x00E9;cret.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27061,Tombé,,,RN,CRSANR5L16S2023O1N236,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236,"I. – Compléter l’alinéa 5 par la phrase suivante :« Cette attestation indique le nombre de jours dans l’année civile où l’employeur a mis le salarié sapeur-pompier volontaire à la disposition du service départemental d’incendie et de secours. »II. – En conséquence, après l’alinéa 5, insérer l’alinéa suivant :« La réduction de cotisations prévue par le présent article est subordonnée à la mise à la disposition effective du salarié sapeur-pompier volontaire auprès du service départemental d’incendie et de secours, pendant un nombre minimal de jours fixé par décret. »",
22,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;3, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>a&nbsp;</i><i><i>bis</i>)</i> Apr&#x00E8;s la m&#x00EA;me phrase, il est ins&#x00E9;r&#x00E9; une phrase ainsi r&#x00E9;dig&#x00E9;e&nbsp;:&nbsp;&#x00AB;&nbsp;Les installations terrestres de production d&#x2019;&#x00E9;lectricit&#x00E9; utilisant&nbsp;l&#x2019;&#x00E9;nergie solaire&nbsp;ne peuvent &#x00EA;tre implant&#x00E9;es&nbsp;dans les territoires expos&#x00E9;s &#x00E0; des niveaux de risque importants de feux de for&#x00EA;t cibl&#x00E9;s dans les plans de pr&#x00E9;vention des risques d&#x2019;incendie de for&#x00EA;t.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27058,Rejeté,,,RN,CRSANR5L16S2023O1N233,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N233,"Après l’alinéa 3, insérer l’alinéa suivant :« a bis) Après la même phrase, il est inséré une phrase ainsi rédigée : « Les installations terrestres de production d’électricité utilisant l’énergie solaire ne peuvent être implantées dans les territoires exposés à des niveaux de risque importants de feux de forêt ciblés dans les plans de prévention des risques d’incendie de forêt. »",
93,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">Dans un d&#x00E9;lai de six mois &#x00E0; compter de la promulgation de la pr&#x00E9;sente loi, le Gouvernement remet au Parlement un rapport relatif au r&#x00F4;le de la viticulture dans la gestion du risque incendie.</p>",RUANR5L16S2023IDS27062,Rejeté,,,RN,CRSANR5L16S2023O1N237,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N237," Dans un délai de six mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport relatif au rôle de la viticulture dans la gestion du risque incendie.",
112,PIONANR5L16BTC1225,PA793298,PO800520,"<p style=""text-align: justify;"">Substituer aux alin&#x00E9;as 7 et 8 les trois alin&#x00E9;as suivants&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;2&#x00B0;&nbsp;L&#x2019;article L.&nbsp;134&#x2011;8 est ainsi modifi&#x00E9;&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>a)</i> Le deuxi&#x00E8;me alin&#x00E9;a est compl&#x00E9;t&#x00E9; par les mots&nbsp;: &#x00AB;&nbsp;du propri&#x00E9;taire du terrain&nbsp;&#x00BB; ;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>b)</i> Les 1&#x00B0;&nbsp;et 2&#x00B0;&nbsp;sont abrog&#x00E9;s.&nbsp;&#x00BB;<br><br></p>",RUANR5L16S2023IDS27059,Rejeté,,,RN,CRSANR5L16S2023O1N234,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N234,Substituer aux alinéas 7 et 8 les trois alinéas suivants :« 2° L’article L. 134‑8 est ainsi modifié :« a) Le deuxième alinéa est complété par les mots : « du propriétaire du terrain » ;« b) Les 1° et 2° sont abrogés. »,
488,PIONANR5L16BTC1225,PA793964,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;6, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;I <i>bis</i>.&nbsp;&#x2013;&nbsp;Les ve&#x0301;hicules de plus de 3,5 tonnes de lutte contre les feux de fore&#x0302;ts ne sont pas soumis aux normes de re&#x0301;duction d&#x2019;e&#x0301;missions polluantes&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27061,Rejeté,,,RN,CRSANR5L16S2023O1N236,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236,"Après l’alinéa 6, insérer l’alinéa suivant :« I bis. – Les véhicules de plus de 3,5 tonnes de lutte contre les feux de forêts ne sont pas soumis aux normes de réduction d’émissions polluantes ».",
261,PIONANR5L16BTC1225,PA721932,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;3, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;&#x00C9;tat&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, en concertation avec l&#x2019;Office national des for&#x00EA;ts,&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27058,Rejeté,,,RN,CRSANR5L16S2023O1N233,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N233,"À l’alinéa 3, après le mot : « État », insérer les mots : « , en concertation avec l’Office national des forêts, ».",
26,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;1 par la phrase suivante&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Dans le cadre de cette &#x00E9;valuation, les installations terrestres de production d&#x2019;&#x00E9;lectricit&#x00E9; utilisant&nbsp;l&#x2019;&#x00E9;nergie solaire&nbsp;sont exclues des territoires expos&#x00E9;s &#x00E0; des niveaux de risque importants de feux de for&#x00EA;t cibl&#x00E9;s dans les plans de pr&#x00E9;vention des risques incendie de for&#x00EA;t.&nbsp;&#x00BB;<br><br></p>",RUANR5L16S2023IDS27058,Rejeté,,,RN,CRSANR5L16S2023O1N233,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N233,"Compléter l’alinéa 1 par la phrase suivante :« Dans le cadre de cette évaluation, les installations terrestres de production d’électricité utilisant l’énergie solaire sont exclues des territoires exposés à des niveaux de risque importants de feux de forêt ciblés dans les plans de prévention des risques incendie de forêt. »",
574,PIONANR5L16BTC1225,PA793254,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;&#x00C0; la premi&#x00E8;re phrase de l&#x2019;alin&#x00E9;a&nbsp;2, substituer au taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;60&nbsp;%&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;90&nbsp;%&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;Compl&#x00E9;ter cet article par l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;VI.&nbsp;&#x2013;&nbsp;La perte de recettes pour les organismes de s&#x00E9;curit&#x00E9; sociale est compens&#x00E9;e, &#x00E0; due concurrence, du 1<sup>er</sup>&nbsp;janvier 2024 au 31 d&#x00E9;cembre 2026, par la majoration de l&#x2019;accise sur les tabacs pr&#x00E9;vue au chapitre IV du titre I<sup>er</sup>&nbsp;du livre III du code des impositions sur les biens et services.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27061,Rejeté,,,RN,CRSANR5L16S2023O1N236,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236,"I. – À la première phrase de l’alinéa 2, substituer au taux :« 60 % »le taux :« 90 % ».II. – Compléter cet article par l’alinéa suivant :« VI. – La perte de recettes pour les organismes de sécurité sociale est compensée, à due concurrence, du 1er janvier 2024 au 31 décembre 2026, par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. »",VTANR5L16V1567
