uid,objet,type,date,seance,sort
VTANR5L16V1050,l'amendement n° 3194 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V962,l'amendement n° 580 de Mme Rixain et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,RUANR5L16S2023IDS26791,adopté
VTANR5L16V29,l'amendement n° 332 de Mme Paris à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-19,RUANR5L16S2022IDS26206,rejeté
VTANR5L16V790,le sous-amendement n° 3227 de M. Fournier à l'amendement n° 2996 de M. Bothorel à l'article 11 decies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-14,RUANR5L16S2023IDS26639,rejeté
VTANR5L16V462,l'amendement n° 1667 de Mme Lebon à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V1372,l'amendement n° 62 de Mme Pasquini à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté
VTANR5L16V1630,l'amendement n° 252 de M. François à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27074,rejeté
VTANR5L16V1265,l'amendement n° 563 de Mme Colombier à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-22,RUANR5L16S2023IDS26889,rejeté
VTANR5L16V1558,l'amendement n° 493 du Gouvernement à l'article 16 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,adopté
VTANR5L16V756,l'amendement n° 2067 de M. Raux à l'article 11 decies C du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,adopté
VTANR5L16V1796,l'amendement n° 35 de M. Vuilletet après l'article 4 de la proposition de loi visant à renforcer la continuité territoriale en Outre-Mer (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27179,adopté
VTANR5L16V1624,l'amendement n° 1471 de M. Gonzalez à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27073,rejeté
VTANR5L16V1657,l'amendement n° 909 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27077,rejeté
VTANR5L16V1135,l'amendement n° 95 de Mme Loir après l'article 2 de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-07,RUANR5L16S2023IDS26860,rejeté
VTANR5L16V1191,l'amendement de rédaction globale n° 612 de Mme Pic à l'article 1er F du projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,rejeté
VTANR5L16V1534,l'article 8 quinquies de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture),scrutin public ordinaire,2023-05-16,RUANR5L16S2023IDS27059,adopté
VTANR5L16V1616,l'amendement n° 1031 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27072,rejeté
VTANR5L16V1596,l'amendement n° 203 de M. Boccaletti à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27070,rejeté
VTANR5L16V897,l'ensemble du projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26757,adopté
VTANR5L16V1599,l'amendement n° 65 de Mme Colombier à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27071,rejeté
VTANR5L16V1429,l'amendement n° 881 de Mme Lavalette à l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V783,l'amendement n° 612 de M. Minot et les amendements identiques suivants à l'article 11 decies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-14,RUANR5L16S2023IDS26638,rejeté
VTANR5L16V625,l'amendement n° 48 de M. Marleix avant l'article unique de la proposition de loi constitutionnelle visant à protéger et à garantir le droit fondamental à l'interruption volontaire de grossesse et à la contraception (première lecture).,scrutin public ordinaire,2022-11-24,RUANR5L16S2023IDS26543,rejeté
VTANR5L16V998,l'amendement n° 4695 de Mme Etienne après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26796,rejeté
VTANR5L16V198,l'amendement n° 61 de M. Delaporte et les amendements identiques suivants à l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-04,RUANR5L16S2023IDS26379,rejeté
VTANR5L16V311,l'amendement n° 1741 de M. Guiraud après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26396,rejeté
VTANR5L16V316,l'amendement n° 480 de Mme Blanc et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26397,rejeté
VTANR5L16V1256,l'amendement n° 760 (rect.) de M. Mazars après l'article 4 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-22,RUANR5L16S2023IDS26888,adopté
VTANR5L16V1279,l'amendement n° 127 de M. Cabrolier à l'article 18 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26891,rejeté
VTANR5L16V983,l'amendement n° 465 de Mme Ménard et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26795,rejeté
VTANR5L16V522,l'amendement n° 195 de M. Nury avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26434,rejeté
VTANR5L16V465,l'amendement n° 719 de M. Nilor à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V560,l'amendement n° 2 de M. Colombani à l'article 2 de la proposition de loi visant à accompagner la mise en place de comités sociaux et économiques à la Poste (première lecture).,scrutin public ordinaire,2022-11-14,RUANR5L16S2023IDS26547,rejeté
VTANR5L16V1672,l'amendement n° 919 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27078,rejeté
VTANR5L16V801,l'amendement n° 10 de M. Nury à l'article 16 nonies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26640,rejeté
VTANR5L16V178,l'article 8 et État D du projet de loi de finances rectificative pour 2022 (seconde délibération) (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,adopté
VTANR5L16V175,l'amendement n° 633 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V617,l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26551,adopté
VTANR5L16V1277,l'article 11 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26891,adopté
VTANR5L16V629,l'ensemble de la proposition de loi constitutionnelle visant à protéger et à garantir le droit fondamental à l'interruption volontaire de grossesse (première lecture).,scrutin public ordinaire,2022-11-24,RUANR5L16S2023IDS26544,adopté
VTANR5L16V1167,l'amendement de suppression n° 330 de Mme Trouvé à l'article 1er D du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26878,rejeté
VTANR5L16V1551,l'amendement n° 416 de Mme Couturier après l'article 15 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté
VTANR5L16V1541,l'amendement n° 537 de M. Meurin à l'article 13 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-16,RUANR5L16S2023IDS27060,rejeté
VTANR5L16V1483,la proposition de résolution visant à appeler la France et l'Union européenne à inscrire le groupe militaire privé Wagner sur la liste des organisations terroristes (article 34-1 de la Constitution).,scrutin public ordinaire,2023-05-09,RUANR5L16S2023IDS27037,adopté
VTANR5L16V684,l'amendement n° 1533 (rect.) de M. Meurin à l'article 1er F du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26601,rejeté
VTANR5L16V1486,l'amendement n° 37 de M. Pfeffer et les amendements identiques suivants à l'article unique de la proposition de loi visant à rendre obligatoire le pavoisement des drapeaux français et européen sur le fronton des mairies (première lecture).,scrutin public ordinaire,2023-05-09,RUANR5L16S2023IDS27038,rejeté
VTANR5L16V724,l'article 9 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26607,adopté
VTANR5L16V141,l'amendement n° 377 de M. Lenormand à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,RUANR5L16S2022IDS26214,adopté
VTANR5L16V1329,l'article 1er bis A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26942,adopté
